-0.12556028	-0.19207664	0.16575316	0.105582796	0.1734244	0.19039774	0.20083514	-0.19584927	-0.17607424	-0.17986238	0.1258873	0.15338299	-0.12820783	-0.15686516	0.2078015	0.10539229
-0.010384805	0.0124840755	0.04354193	0.026821831	0.06842849	0.10796737	0.052368294	-0.08681999	-0.016232563	-0.038513925	-0.0012263546	0.022724576	-0.06380303	-0.003903436	0.06318751	0.018419363
0.072928	0.020045197	-0.088964775	-0.036796376	-0.10038193	-0.08780888	-0.091834724	0.018157817	0.06172375	0.06878209	-0.063656904	-0.011842286	0.022283772	0.096096516	-0.09385965	-0.08120284
-0.06333586	-0.11337877	0.17012	0.056685247	0.061650693	0.089017935	0.07746904	-0.09590095	-0.080295615	-0.061526023	0.070866965	0.09889962	-0.07871503	-0.054265644	0.0612739	0.04671856
-0.32159674	-0.20595194	0.39927465	0.24480414	0.3585628	0.39132488	0.3830473	-0.2877826	-0.29974222	-0.26383132	0.24583903	0.2609429	-0.25813314	-0.29298046	0.36176404	0.2850969
0.1343222	0.13656953	-0.07731484	-0.106898904	-0.042339724	-0.09225272	-0.03692255	0.10354808	0.080972545	0.09017191	-0.13285863	-0.054139335	0.088843234	0.06727173	-0.03642266	-0.14544778
0.067401186	0.089825414	-0.13293453	-0.0073122964	-0.108958766	-0.14194524	-0.13647206	0.10184882	0.09943755	0.056438472	-0.060127996	-0.113834575	0.023566334	0.09854659	-0.06790968	-0.05067308
-0.13608798	-0.12740847	0.21744071	0.09437468	0.1640344	0.14983696	0.17154007	-0.1573223	-0.16500957	-0.10258757	0.1607084	0.102949806	-0.11726147	-0.13843066	0.146742	0.0800141
-0.18153457	-0.09890179	0.25650615	0.099837445	0.22631915	0.2518134	0.19357269	-0.16368975	-0.21378063	-0.17908266	0.09049899	0.1760746	-0.15888047	-0.1278739	0.25191712	0.19698994
0.07951062	0.09919407	-0.15541716	-0.026047885	-0.09088355	-0.17598157	-0.11986761	0.12633523	0.094954416	0.10496939	-0.068735786	-0.11116898	0.048746068	0.121608935	-0.16092968	-0.12834005
-0.045701846	-0.03761185	0.13167311	0.0065839216	0.09285036	0.07151154	0.117697164	0.031059217	-0.0117540555	-0.022271894	0.02613466	0.0047648614	0.017085444	0.015308505	0.10555239	0.022707142
-0.17293817	-0.1951685	0.0568323	0.13410988	0.15734057	0.11946586	0.06197057	-0.19722083	-0.16871263	-0.18390186	0.121569805	0.12032425	-0.16115828	-0.10684156	0.07857381	0.20874934
-0.008395834	-0.026687363	-0.055757355	0.038642	-0.041370153	-0.03276522	0.022089364	0.0422001	-0.024018807	-0.02629667	0.014359057	0.038087722	-0.020772366	0.029351868	0.013298455	0.0059417807
0.1911103	0.14024039	-0.30710223	-0.16039608	-0.19184057	-0.3122799	-0.26063672	0.14512944	0.2615848	0.15580818	-0.12676875	-0.16671725	0.18621168	0.17872366	-0.28203207	-0.1927021
-0.34968537	-0.2929238	0.34678012	0.28019187	0.32190394	0.4097946	0.36379427	-0.35866827	-0.33232045	-0.36090398	0.38697237	0.37052172	-0.30546463	-0.312016	0.3154404	0.3413679
0.030667074	0.03672984	-0.18511528	-0.023719193	-0.070966616	-0.16471069	-0.063066654	0.11207517	0.064425685	0.017598748	-0.07620726	-0.03673255	0.03165374	0.067985326	-0.10886573	-0.082865275
0.100724585	0.026006475	-0.12410185	-0.019067746	-0.13015485	-0.1695527	-0.12035576	0.085776664	0.059572443	0.0049861935	-0.049644582	-0.11411452	0.04936106	0.0516716	-0.14120865	-0.08169772
0.21740201	0.20050108	-0.2744371	-0.22588186	-0.25978887	-0.3376844	-0.29002172	0.21012473	0.26849353	0.20662297	-0.12875634	-0.2231365	0.17922084	0.2411184	-0.29707998	-0.16572194
